published,content,engagement,len
12/07/20 22:50,"ที่​ผม​ไม่​แต่งงาน​เพราะ​เนื้อคู่​เป็น​คน​ต่าง​ชาติ
  (ชาติ​หน้า)ถ้า​จะ​แต่ง​ต้อง​ตาย​แล้ว​เกิด​ใหม่​5555",0.0,105
12/07/20 23:03,เปิบ ฎีกา อันนี้คงไม่น่าใช่ทั้งหมดนะคะ​ ผู้หญิง​สวย​ เก่ง​ เค้าก็เลือกแหล่ะ​ ถ้ามีเป็นภาระเราก็คงไม่ขอแบกภาระ​เช่นกัน​ คนเก่งยังไงก็เก่ง​ ส่วนพออายุพ้นช่งเวลานึงชีวิตคู่​ไม่เท่าความมั่นคงทางการเงิน​ สุขภาพ​และความสุขส่วนตัวจะมีมากขึ้น​ ผู้ชาย​จะไม่ชอบผู้หญิง​ฉลาดก็คงไม่ใช่ทั้งหมด​ ส่วนใหญ่น่าจะเลือกที่เก่ง​ ฉลาด​ นิสัย​ดี​ ช่วนกันทำงานได้​ ชีวิตคู่มันก็ต้องเรียนรู้​แรับตัวไป​ ,0.0,379
12/07/20 23:28,Harit Prajong เห็น​ด้วย,0.0,23
12/07/20 23:38,"�ทำไม​พี่​ชาย​ถึง​ไม่​แต่งงาน�
  ก็​เป็น​คำ​ถาม​ที่​ควร​จะ​ถาม นอกเหนือ​จาก
  �ทำไม​พวก​เธอ​ถึง​ไม่​คิด​ที่​จะ​มี​ลูก�
  เพราะ​นี่​คือ​สิ่ง​ที่​หน่วย​งาน​รัฐ​อยาก​ทราบ​จริงๆ ใช่​ไหม",0.0,181
13/07/20 00:07,"ค่าครองชีพ​แพง​ใคร​จะ​อยาก​มี​ลูก
  ลำพัง​เอา​ตัว​เอง​ให้​รอด​ยัง​ลำบาก​เลย​สมัย​นี้",0.0,84
13/07/20 01:04,"ผู้หญิงเก่งเลี้ยงตัวเองได้ในศตวรรษที่21 กลัวแต่งงานแล้วเจอคู่ครองไม่มีความรับผิดชอบต่อครอบครัว ไม่อยากมีปัญหาครอบครัว  ถ้ามีลูกกลัวเกิดแล้วเลี้ยงเขาไม่ดีพอ ไม่มีคุณภาพจนทำให้เป็นปัญหาต่อสังคมและปัญหาให้ตัวเอง  เลี้ยงตัวเองยังไม่ดีพอก็ไม่อยากเพิ่มภาระและปัญหาให้ตัวเองเพิ่มอีก หรือคิดมากไป
 😬😬😬",0.0,293
13/07/20 02:42,อ้าง​ถึง:หน่วย​งาน​ราชการ,0.0,25
13/07/20 05:43,"คิด​ว่า​การเป็นสังคมไร้เงินสดแบบที่ในต่างปรัเทศนั้น​เรายังห่างไกล​และ​ไม่สามารถเป็นได้ในเร็ววันหรอก.​
  ภาพ​นี้​น​จะ​เป็น​แค่​ใน​ตัวเมือง​ใหญ่​ๆ​​เท่านั้น​ ตาม​ต่าง​จังหวัด​
  ยัง​นิยม​เงินสด​อยู่​นัาน​แหละ",0.0,206
13/07/20 06:19,แต่งงาน​แล้ว​ไม่​มี​ปัญญา​เลี้ยง​ลูก​ที่​เกิด​มา​ก็​อย่า​แต่ง​เลย​เป็น​ภาระ​สังคม​เปล่า​เปล่า,0.0,93
13/07/20 06:29,"ด้วย​ความ​เหลื่อม​ล้ำ​ทาง​เศรษฐกิจ
  การ​มี​ลูก 1 คน​ต้อง​ใช้​กำลัง​ทรัพย์​มากมาย​ใน​สังคม​ทุนนิยม
  คน​ถึง​ไม่​คิด​จะ​มี​ลูก รัฐ​ข้วยเดือ​น​ละ 600 ทำไม​คิด​ว่า​มัน​พอ ??",0.0,170
13/07/20 06:30,เด็ก​รุ่น​ใหม่​ชอบ​อยู่​เป็น​โสด​ค่ะ,0.0,36
13/07/20 08:00,"เนื่อง​ใน​วัน​คล้าย​วัน​ประสูติ
  พระเจ้า​วรวงศ์​เธอ พระองค์เจ้า​โสมสวลี กรม​หมื่น​สุ​ท​ธ​นารี​นาถ ๑๓ กรกฎาคม
  ๒๕๖๓ ทรง​พระ​เจริญ ควร​มิค​ว​ร​แล้วแต่​จะ​โปรด​เกล้า​โปรด​กระหม่อม
  ข้าพระพุทธเจ้า​คณะ​ผู้​บริหาร และ​พนักงาน​ธนาคาร​แห่ง​ประเทศ​ไทย",975.0,245
13/07/20 08:03,ขอ​ให้​พระองค์​ทรง​พระ​เจริญ​ยิ่ง​ยืน​นาน,0.0,41
13/07/20 08:09,"ขอ​พระองค์​ทรง​พระ​เจริญ
  ทรง​พระ​เกษม​สำราญ มี​พระ​ชันษา​ยิ่ง​ยืน​นาน",0.0,71
13/07/20 08:12,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:14,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:15,ขอ​พระองค์​ทรง​พระ​เจริญ​ยิ่ง​ยืน​นาน,0.0,37
13/07/20 08:15,ทรง​พระ​เจริญ​,0.0,14
13/07/20 08:20,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:20,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:25,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:28,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:33,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:37,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:41,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:42,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:45,ขอ​พระองค์​ทรง​พระ​เจริญ,0.0,24
13/07/20 08:47,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:51,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:55,ทรง​พระ​เจริญ,0.0,13
13/07/20 08:57,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:03,ทรง​พระ​เจริญ🙏🙏🙏🧡🧡,0.0,18
13/07/20 09:06,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:07,ทรง​พระ​เจริญ​ขอ​ให้​ประสบ​ผล​สำเร็จ​ใน​ธร​ร​ที่​เป็น​ป​ระ​โย​ช​แก่ตัว​เอง​และ​ผู้​อื่น,0.0,87
13/07/20 09:08,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:12,ทรง​พระ​เจริญ​,0.0,14
13/07/20 09:13,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:13,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:16,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:17,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:19,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:21,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:24,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:30,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:31,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:35,"ขอ​พระองค์​ทรง​พระ​เจริญ
  ยิ่ง​ยืน​นาน",0.0,39
13/07/20 09:38,ทรง​พระ​เจริญ​ยิ่ง​ยีน​นาน,0.0,26
13/07/20 09:39,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:40,ขอ​พระองค์​ทรง​พระ​เจริญ,0.0,24
13/07/20 09:41,ขอ​พระองค์​ทรง​พระ​เจริญ,0.0,24
13/07/20 09:46,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:46,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:47,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:48,ทรง​พระ​เจริญ,0.0,13
13/07/20 09:51,"ปัจจัย​หลาย​อย่าง​แหละ
  ไหน​จะ​เรื่อง​ค่าครองชีพ ใน​จะ​เรื่อง​วิถี​การ​ใช้​ชีวิต​ประจำ​วัน
  เลย​น่า​จะ​ทำให้​หลาย​คน​อยาก​อยู่​เป็น​โสด",0.0,137
13/07/20 09:57,ทรง​พระ​เจริญ,0.0,13
13/07/20 10:00,ขอ​พระองค์​ทรง​พระ​เจริญ​ยิ่ยืน​นาน,0.0,35
13/07/20 10:11,ทรง​พระ​เจริญ,0.0,13
13/07/20 10:12,ทรง​พระ​เจริญ,0.0,13
13/07/20 10:13,ขอ​พระองค์​ทรง​พระ​เจริญ​,0.0,25
13/07/20 10:16,ทรง​พระ​เจริญ,0.0,13
13/07/20 10:18,ทรง​พระ​เจริญ​,0.0,14
13/07/20 10:21,ทรง​พระ​เจริญ,0.0,13
13/07/20 10:32,กานดา บรม​สุข hello,0.0,19
13/07/20 10:32,Nawaporn Maharagkaga beautiful,0.0,30
13/07/20 10:33,ชัชชวารี ใย​ญาติ long live,0.0,26
13/07/20 10:33,ม.ล.ทรง​ลักขณา ศุขสวัสดิ์ good,0.0,30
13/07/20 10:34,"คนเมือง​เหนือ เมือง​รถ​ม้า long
  live the king",0.0,47
13/07/20 10:35,Metee Charoensri hello,0.0,22
13/07/20 10:35,ต๋อย วิชชุดา hello,0.0,18
13/07/20 10:36,Aso Nain long live the king,0.0,27
13/07/20 10:36,"Surisak Hoonthasarn long live
  the king",0.0,40
13/07/20 10:36,ทรง​พระ​เจริญ​สาธุ​ๆ​เจ้า​ค่ะ,0.0,29
13/07/20 10:36,พร​พิมล ธรรม​ศิรฺิพงษ์ good,0.0,27
13/07/20 10:37,"Adul Jongjorhor long live the
  king",0.0,36
13/07/20 10:37,เย็น ยันพิมาย long live the king,0.0,32
13/07/20 10:38,Saay Tordaanklang Bachs good,0.0,28
13/07/20 10:38,สุชาดา อุกอาจ good,0.0,18
13/07/20 10:39,ภูริ​ตา ห่อ​รัตนา​เรือง seriously,0.0,33
13/07/20 10:39,Nicky Orachorn seriously,0.0,24
13/07/20 10:40,Arun Charoensri yes,0.0,19
13/07/20 10:40,Patch Wean I love that,0.0,22
13/07/20 10:40,Shompoo Ap I'm now for you,0.0,26
13/07/20 10:41,ภูริ​ตา ห่อ​รัตนา​เรือง good,0.0,28
13/07/20 10:42,"Phatcharida Chobdeengam I were
  in my dream thank God I find you",0.0,65
13/07/20 10:43,Sewdee Karpa 55555,0.0,18
13/07/20 10:43,Autonomy B Thobumroong why,0.0,26
13/07/20 10:44,จัสมิ​น มะลิ good,0.0,17
